Manifest Identification Number,Ship Name,Port of Departure (Embarkation),Date of Arrival
1000028,EGYPT,4,1/30/1877 0:00:00
1000029,ALGERIA,4,2/1/1877 0:00:00
1000030,DAKOTA,80,2/5/1877 0:00:00
1000031,ADRIATIC,4,2/6/1877 0:00:00
1000032,ALSATIA,91,2/9/1877 0:00:00
1000033,PARTHIA,4,2/12/1877 0:00:00
1000034,SOMERSET,52,2/13/1877 0:00:00
1000035,ENGLAND,4,2/15/1877 0:00:00
1000036,ANCHORIA,6,2/15/1877 0:00:00
1000037,CHINA,80,2/16/1877 0:00:00
1000038,NEVADA,82,2/19/1877 0:00:00
1000039,BRITANNIA,80,2/19/1877 0:00:00
1000040,GREECE,61,2/20/1877 0:00:00
1000041,IDAHO,80,2/21/1877 0:00:00
1000042,CALIFORNIA,91,2/24/1877 0:00:00
1000043,BATAVIA,80,2/24/1877 0:00:00
1000044,THE QUEEN,4,2/26/1877 0:00:00
1000045,ETHIOPIA,6,2/28/1877 0:00:00
1000046,ABYSSINIA,4,3/1/1877 0:00:00
1000047,CELTIC,4,3/5/1877 0:00:00
1000048,WISCONSIN,80,3/5/1877 0:00:00
1000049,SPAIN,80,3/6/1877 0:00:00
1000050,ALGERIA,80,3/8/1877 0:00:00
1000051,CITY OF BRUSSELS,4,3/12/1877 0:00:00
1000052,CORNWALL,52,3/13/1877 0:00:00
1000053,HOLLAND,61,3/16/1877 0:00:00
1000054,ST. OF PENNSYLVANIA,82,3/16/1877 0:00:00
1000055,DAKOTA,80,3/19/1877 0:00:00
1000056,CHINA,80,3/22/1877 0:00:00
1000057,ADRIATIC,4,3/26/1877 0:00:00
1000058,NEVADA,80,3/26/1877 0:00:00
1000059,SOMERSET,52,3/26/1877 0:00:00
1000060,BATAVIA,80,3/29/1877 0:00:00
1000061,CANADA,61,3/31/1877 0:00:00
1000062,STATE OF NEVADA,82,4/2/1877 0:00:00
1000063,UTOPIA,61,4/3/1877 0:00:00
1000064,IDAHO,80,4/3/1877 0:00:00
1000065,RUSSIA,4,4/3/1877 0:00:00
1000066,CALIFORNIA,6,4/4/1877 0:00:00
1000067,MONTANA,80,4/7/1877 0:00:00
1000068,CELTIC,4,4/9/1877 0:00:00
1000069,GREECE,61,4/11/1877 0:00:00
1000070,ARRAGON,52,4/11/1877 0:00:00
1000071,STATE OF INDIANA,6,4/12/1877 0:00:00
1000072,CORNWALL,52,4/30/1877 0:00:00
1000073,HOLLAND,61,5/3/1877 0:00:00
1000074,SOMERSET,52,5/8/1877 0:00:00
1000075,RUSSIA,80,5/8/1877 0:00:00
1000076,UTOPIA,61,5/10/1877 0:00:00
1000077,CALIFORNIA,91,5/17/1877 0:00:00
1000078,BOTHNIA,80,5/23/1877 0:00:00
1000079,STATE OF GEORGIA,82,5/30/1877 0:00:00
1000080,VICTORIA,6,5/31/1877 0:00:00
1000081,ARRAGON,52,6/1/1877 0:00:00
1000083,THE QUEEN,61,6/6/1877 0:00:00
1000084,ELYSIA,61,6/7/1877 0:00:00
1000085,IDAHO,80,6/11/1877 0:00:00
1000086,RUSSIA,4,6/13/1877 0:00:00
1000087,HOLLAND,61,6/15/1877 0:00:00
1000088,STATE OF NEVADA,82,6/16/1877 0:00:00
1000089,UTOPIA,61,6/18/1877 0:00:00
1000090,ANCHORIA,91,6/20/1877 0:00:00
1000091,CORNWALL,52,6/23/1877 0:00:00
1000092,WYOMING,4,6/23/1877 0:00:00
1000093,SOMERSET,52,6/29/1877 0:00:00
1000094,CANADA,61,5/14/1877 0:00:00
1000095,CITY OF CHESTER,4,7/9/1877 0:00:00
1000096,ARRAGON,52,7/16/1877 0:00:00
1000097,THE QUEEN,61,7/17/1877 0:00:00
1000098,RUSSIA,4,7/18/1877 0:00:00
1000099,DEVONIA,91,7/25/1877 0:00:00
1000100,UTOPIA,61,7/30/1877 0:00:00
1000102,GERMANIC,4,7/30/1877 0:00:00
1000103,ANCHORIA,91,7/31/1877 0:00:00
1000104,HOLLAND,61,7/31/1877 0:00:00
1000105,VIRGINIA,82,8/1/1877 0:00:00
1000106,BOLIVIA,6,8/6/1877 0:00:00
1000107,CORNWALL,52,8/8/1877 0:00:00
1000108,CALIFORNIA,91,8/9/1877 0:00:00
1000109,ALSATIA,61,8/10/1877 0:00:00
1000110,SOMERSET,52,8/20/1877 0:00:00
1000111,RUSSIA,4,8/21/1877 0:00:00
1000112,VICTORIA,91,8/22/1877 0:00:00
1000113,YEDDA,139,8/23/1877 0:00:00
1000115,ELYSIA,61,8/24/1877 0:00:00
1000116,ST. OF PENNSYLVANIA,82,8/29/1877 0:00:00
1000117,GREECE,61,8/31/1877 0:00:00
1000118,ANCHORIA,6,9/5/1877 0:00:00
1000119,ARRAGON,52,9/6/1877 0:00:00
1000120,NEVADA,80,9/10/1877 0:00:00
1000122,BOLIVIA,6,9/11/1877 0:00:00
1000123,UTOPIA,61,9/15/1877 0:00:00
1000125,CORNWALL,52,9/20/1877 0:00:00
1000126,ALSATIA,61,9/21/1877 0:00:00
1000127,HINDOO,139,9/24/1877 0:00:00
1000128,STATE OF NEVADA,80,9/5/1877 0:00:00
1000129,RUSSIA,4,9/26/1877 0:00:00
1000130,STATE OF GEORGIA,82,9/27/1877 0:00:00
1000131,WISCONSIN,80,9/29/1877 0:00:00
1000132,BERMUDA,70,10/1/1877 0:00:00
1000133,CARONDELET,603,10/2/1877 0:00:00
1000140,TYBEE,179,10/25/1877 0:00:00
1000141,CORTES,70,10/30/1877 0:00:00
1000144,CITY OF WASHINGTON,17,12/10/1877 0:00:00
1000146,CANIMA,60,11/19/1877 0:00:00
1000147,CITY OF MERIDA,17,9/13/1877 0:00:00
1000149,CITY OF MONTREAL,4,3/18/1878 0:00:00
1000150,CHINA,4,3/21/1878 0:00:00
1000151,VICTORIA,6,3/22/1878 0:00:00
1000152,DENMARK,61,3/23/1878 0:00:00
1000153,CELTIC,4,3/23/1878 0:00:00
1000154,STATE OF LOUISIANA,6,3/25/1878 0:00:00
1000155,ARRAGON,52,3/25/1878 0:00:00
1000156,IDAHO,4,3/28/1878 0:00:00
1000157,DEVONIA,6,3/29/1878 0:00:00
1000158,GREECE,61,3/29/1878 0:00:00
1000159,ENGLAND,80,3/19/1878 0:00:00
1000160,CITY OF BRUSSELS,4,3/29/1878 0:00:00
1000161,CORNWALL,52,4/1/1878 0:00:00
1000162,ANCHORIA,6,4/2/1878 0:00:00
1000163,ENGLAND,4,4/30/1878 0:00:00
1000164,WYOMING,80,4/2/1878 0:00:00
1000165,HINDOO,139,4/5/1878 0:00:00
1000166,CALIFORNIA,91,4/12/1878 0:00:00
1000167,SOMERSET,52,4/15/1878 0:00:00
1000168,HOLLAND,61,4/15/1878 0:00:00
1000169,ITALY,61,4/2/1878 0:00:00
1000170,RUSSIA,80,4/17/1878 0:00:00
1000171,VICTORIA,91,4/25/1878 0:00:00
1000172,CANADA,61,4/25/1878 0:00:00
1000173,ANGLIA,61,5/1/1878 0:00:00
1000174,STATE OF LOUISIANA,82,5/2/1878 0:00:00
1000175,ARRAGON,52,5/6/1878 0:00:00
1000176,UTOPIA,61,5/11/1878 0:00:00
1000177,GREECE,61,5/13/1878 0:00:00
1000178,BOTHNIA,80,5/8/1878 0:00:00
1000179,CALIFORNIA,91,5/15/1878 0:00:00
1000180,CORNWALL,52,5/16/1878 0:00:00
1000181,EGYPT,4,5/20/1878 0:00:00
1000182,ETHIOPIA,6,5/21/1878 0:00:00
1000183,RUSSIA,80,5/21/1878 0:00:00
1000184,STATE OF VIRGINIA,82,5/22/1878 0:00:00
1000186,SOMERSET,52,5/29/1878 0:00:00
1000187,STATE OF GEORGIA,82,5/29/1878 0:00:00
1000188,HOLLAND,61,5/30/1878 0:00:00
1000189,NEVADA,80,6/5/1878 0:00:00
1000190,DENMARK,61,6/7/1878 0:00:00
1000191,WYOMING,80,6/11/1878 0:00:00
1000192,CANADA,61,6/12/1878 0:00:00
1000193,CIRCASSIA,91,6/13/1878 0:00:00
1000194,STATE OF NEVADA,82,6/19/1878 0:00:00
1000195,ARRAGON,52,6/19/1878 0:00:00
1000196,ADRIATIC,4,6/21/1878 0:00:00
1000197,ARRAGON,52,2/4/1878 0:00:00
1000198,MONTANA,80,2/7/1878 0:00:00
1000199,GREECE,61,2/8/1878 0:00:00
1000200,REPUBLIC,80,2/11/1878 0:00:00
1000201,STATE OF LOUISIANA,82,2/11/1878 0:00:00
1000202,CITY OF MONTREAL,4,2/11/1878 0:00:00
1000203,ANGLIA,61,2/11/1878 0:00:00
1000205,ENGLAND,80,2/13/1878 0:00:00
1000208,DEVONIA,6,2/14/1878 0:00:00
1000209,CHINA,80,2/14/1878 0:00:00
1000210,CELTIC,4,2/16/1878 0:00:00
1000211,SPAIN,4,2/18/1878 0:00:00
1000212,CORNWALL,52,2/18/1878 0:00:00
1000213,ANCHORIA,6,2/20/1878 0:00:00
1000214,IDAHO,80,2/22/1878 0:00:00
1000215,CITY OF BRUSSELS,4,2/25/1878 0:00:00
1000216,GERMANIC,80,2/26/1878 0:00:00
1000217,ERIN,80,3/1/1878 0:00:00
1000218,WYOMING,4,2/28/1878 0:00:00
1000219,STATE OF NEVADA,82,1/10/1878 0:00:00
1000220,CALIFORNIA,6,3/1/1878 0:00:00
1000221,STATE OF VIRGINIA,6,3/4/1878 0:00:00
1000222,SOMERSET,52,3/4/1878 0:00:00
1000223,HOLLAND,61,3/4/1878 0:00:00
1000224,HELVETIA,80,3/4/1878 0:00:00
1000225,OTRANTO,139,3/6/1878 0:00:00
1000227,BOLIVIA,6,3/7/1878 0:00:00
1000228,ALSATIA,61,3/7/1878 0:00:00
1000229,EGYPT,4,3/12/1878 0:00:00
1000230,MONTANA,4,3/13/1878 0:00:00
1000231,PARTHIA,4,3/14/1878 0:00:00
1000232,AUSTRALIA,61,4/2/1878 0:00:00
1000233,WISCONSIN,4,2/1/1878 0:00:00
1000234,BOLIVIA,6,2/2/1878 0:00:00
1000235,WYOMING,4,11/7/1877 0:00:00
1000236,ALGERIA,80,11/9/1877 0:00:00
1000238,WISCONSIN,80,11/14/1877 0:00:00
1000239,HOLLAND,61,11/17/1877 0:00:00
1000240,BALTIC,4,11/20/1877 0:00:00
1000241,MONTANA,4,11/22/1877 0:00:00
1000242,ABYSSINIA,4,11/23/1877 0:00:00
1000243,NEVADA,80,12/3/1877 0:00:00
1000244,CHINA,80,12/6/1877 0:00:00
1000245,CALIFORNIA,91,12/8/1877 0:00:00
1000246,GREECE,61,12/8/1877 0:00:00
1000247,STATE OF VIRGINIA,82,12/10/1877 0:00:00
1000248,CELTIC,4,12/19/1877 0:00:00
1000249,ARRAGON,52,12/11/1877 0:00:00
1000250,GERMANIC,4,12/17/1877 0:00:00
1000251,ITALY,61,12/20/1877 0:00:00
1000252,BALTIC,80,12/22/1877 0:00:00
1000253,CITY OF CHESTER,4,12/24/1877 0:00:00
1000254,CORNWALL,52,12/26/1877 0:00:00
1000255,BOLIVIA,6,12/27/1877 0:00:00
1000256,ELYSIA,61,12/29/1877 0:00:00
1000257,HOLLAND,61,12/31/1877 0:00:00
1000258,DENMARK,61,11/26/1877 0:00:00
1000259,ANCHORIA,91,11/28/1877 0:00:00
1000260,AUSTRALIA,61,11/30/1877 0:00:00
1000261,STATE OF NEVADA,82,11/30/1877 0:00:00
1000262,CITY OF MONTREAL,4,12/3/1877 0:00:00
1000263,ELYSIA,61,10/4/1877 0:00:00
1000264,OTHELLO,139,10/6/1877 0:00:00
1000265,CLEOPATRA,114,10/8/1877 0:00:00
1000266,SOMERSET,52,10/8/1877 0:00:00
1000267,CITY OF BRUSSELS,4,10/8/1877 0:00:00
1000268,BOTHNIA,80,10/10/1877 0:00:00
1000269,ST. OF PENNSYLVANIA,82,10/11/1877 0:00:00
1000270,AUSTRALIA,61,10/11/1877 0:00:00
1000271,BALTIC,80,10/13/1877 0:00:00
1000272,STATE OF NEVADA,82,10/17/1877 0:00:00
1000273,ADRIATIC,4,10/22/1877 0:00:00
1000274,ARRAGON,52,10/23/1877 0:00:00
1000275,NEVADA,80,10/23/1877 0:00:00
1000277,UTOPIA,61,10/27/1877 0:00:00
1000278,IDAHO,4,10/29/1877 0:00:00
1000279,RUSSIA,80,11/3/1877 0:00:00
1000280,ERIN,61,11/5/1877 0:00:00
1000281,CELTIC,4,11/5/1877 0:00:00
1000282,ALSATIA,61,11/5/1877 0:00:00
1000283,CORNWALL,52,11/7/1877 0:00:00
1000284,GREECE,61,6/25/1878 0:00:00
1000286,CITY OF MONTREAL,4,6/29/1878 0:00:00
1000287,RUSSIA,80,6/26/1878 0:00:00
1000288,ST. OF PENNSYLVANIA,82,6/26/1878 0:00:00
1000289,WISCONSIN,80,7/5/1878 0:00:00
1000290,BOLIVIA,6,7/9/1878 0:00:00
1000291,NEVADA,80,7/10/1878 0:00:00
1000292,CITY OF BRUSSELS,4,7/13/1878 0:00:00
1000293,SPAIN,4,7/15/1878 0:00:00
1000294,STATE OF INDIANA,82,7/17/1878 0:00:00
1000295,VICTORIA,91,7/18/1878 0:00:00
1000296,SOMERSET,52,7/19/1878 0:00:00
1000297,BALTIC,80,7/19/1878 0:00:00
1000298,CIRCASSIA,91,7/22/1878 0:00:00
1000299,CITY OF NEW YORK,4,7/23/1878 0:00:00
1000300,DEVONIA,91,7/29/1878 0:00:00
1000301,ADRIATIC,4,7/29/1878 0:00:00
1000302,CANADA,61,7/31/1878 0:00:00
1000303,RUSSIA,80,7/31/1878 0:00:00
1000304,ARRAGON,52,8/1/1878 0:00:00
1000305,COLUMBIA,6,8/2/1878 0:00:00
1000306,BRITANNIC,4,8/5/1878 0:00:00
1000307,ST. OF PENNSYLVANIA,82,8/7/1878 0:00:00
1000308,CELTIC,4,8/9/1878 0:00:00
1000309,AUSTRALIA,61,8/13/1878 0:00:00
1000311,ALSATIA,61,8/20/1878 0:00:00
1000312,WYOMING,80,8/21/1878 0:00:00
1000313,STATE OF GEORGIA,91,8/21/1878 0:00:00
1000314,VICTORIA,61,8/26/1878 0:00:00
1000315,CIRCASSIA,91,8/27/1878 0:00:00
1000316,CORNWALL,52,8/29/1878 0:00:00
1000317,DEVONIA,91,9/2/1878 0:00:00
1000318,ENGLAND,80,9/2/1878 0:00:00
1000319,SOMERSET,52,9/3/1878 0:00:00
1000320,MONTANA,80,9/3/1878 0:00:00
1000321,ELYSIA,61,9/4/1878 0:00:00
1000322,RUSSIA,80,9/4/1878 0:00:00
1000323,STATE OF LOUISIANA,6,9/5/1878 0:00:00
1000324,BRITANNIC,4,9/7/1878 0:00:00
1000325,SAN JACINTO,686,9/10/1878 0:00:00
1000326,SCYTHIA,4,9/11/1878 0:00:00
1000327,UTOPIA,61,9/11/1878 0:00:00
1000328,ARRAGON,52,9/16/1878 0:00:00
1000329,ETHIOPIA,6,9/16/1878 0:00:00
1000330,CALIFORNIA,61,9/17/1878 0:00:00
1000331,BOLIVIA,91,9/24/1878 0:00:00
1000332,CIRCASSIA,91,9/30/1878 0:00:00
1000333,NEVADA,80,10/3/1878 0:00:00
1000334,STATE OF GEORGIA,82,10/3/1878 0:00:00
1000335,MONTANA,80,10/7/1878 0:00:00
1000336,SPAIN,4,10/7/1878 0:00:00
1000337,VICTORIA,61,10/8/1878 0:00:00
1000338,STATE OF INDIANA,82,10/9/1878 0:00:00
1000339,RUSSIA,4,10/9/1878 0:00:00
1000340,BRITANNIC,4,10/14/1878 0:00:00
1000341,SOMERSET,52,10/16/1878 0:00:00
1000342,WISCONSIN,80,10/16/1878 0:00:00
1000343,SCYTHIA,4,10/17/1878 0:00:00
1000344,STATE OF LOUISIANA,91,10/19/1878 0:00:00
1000345,DENMARK,61,10/21/1878 0:00:00
1000346,CELTIC,4,10/21/1878 0:00:00
1000347,ETHIOPIA,6,10/22/1878 0:00:00
1000348,CANADA,61,10/26/1878 0:00:00
1000349,ST. OF PENNSYLVANIA,82,10/26/1878 0:00:00
1000350,WYOMING,80,10/29/1878 0:00:00
1000351,ARRAGON,52,10/30/1878 0:00:00
1000352,STATE OF NEVADA,6,11/1/1878 0:00:00
1000353,OTHELLO,139,11/4/1878 0:00:00
1000354,NEVADA,80,11/6/1878 0:00:00
1000355,CIRCASSIA,91,11/6/1878 0:00:00
1000356,STATE OF VIRGINIA,82,11/6/1878 0:00:00
1000357,ADRIATIC,80,11/8/1878 0:00:00
1000358,DEVON,52,11/13/1878 0:00:00
1000359,RUSSIA,80,11/13/1878 0:00:00
1000360,VICTORIA,61,11/18/1878 0:00:00
1000361,BRITANNIC,4,11/18/1878 0:00:00
1000362,WISCONSIN,80,11/20/1878 0:00:00
1000363,ANCHORIA,6,11/20/1878 0:00:00
1000364,ETHIOPIA,6,11/25/1878 0:00:00
1000365,CORNWALL,52,11/26/1878 0:00:00
1000366,STATE OF LOUISIANA,82,11/26/1878 0:00:00
1000367,HOLLAND,61,11/29/1878 0:00:00
1000368,SOMERSET,52,12/3/1878 0:00:00
1000369,WYOMING,80,12/3/1878 0:00:00
1000370,THE QUEEN,4,12/3/1878 0:00:00
1000371,STATE OF NEVADA,6,12/4/1878 0:00:00
1000372,CIRCASSIA,91,12/9/1878 0:00:00
1000373,ERIN,80,12/9/1878 0:00:00
1000374,CALIFORNIA,61,12/11/1878 0:00:00
1000375,CANADA,61,12/13/1878 0:00:00
1000376,CITY OF CHESTER,80,12/13/1878 0:00:00
1000377,DENMARK,61,12/6/1878 0:00:00
1000378,ARRAGON,52,12/16/1878 0:00:00
1000379,DEVONIA,91,12/16/1878 0:00:00
1000380,STATE OF VIRGINIA,6,12/18/1878 0:00:00
1000381,AUSTRALIA,61,12/21/1878 0:00:00
1000382,BRITANNIC,4,12/23/1878 0:00:00
1000383,WISCONSIN,80,12/26/1878 0:00:00
1000384,GERMANIC,4,1/7/1879 0:00:00
1000385,BOLIVIA,6,1/9/1879 0:00:00
1000386,ST. OF PENNSYLVANIA,82,1/10/1879 0:00:00
1000387,WYOMING,4,1/10/1879 0:00:00
1000388,ADRIATIC,80,1/11/1879 0:00:00
1000389,BATAVIA,80,1/13/1879 0:00:00
1000391,CIRCASSIA,6,1/14/1879 0:00:00
1000392,CORNWALL,52,1/17/1879 0:00:00
1000393,HOLLAND,61,1/18/1879 0:00:00
1000394,STATE OF NEVADA,82,1/18/1879 0:00:00
1000395,NEVADA,4,1/20/1879 0:00:00
1000396,CELTIC,80,1/20/1879 0:00:00
1000397,ALGERIA,80,1/20/1879 0:00:00
1000398,MONTANA,4,1/24/1879 0:00:00
1000399,BRITANNIC,4,1/27/1879 0:00:00
1000400,CITY OF MONTREAL,80,1/28/1879 0:00:00
1000401,CALIFORNIA,61,1/28/1879 0:00:00
1000402,WISCONSIN,4,1/29/1879 0:00:00
1000404,STATE OF VIRGINIA,6,1/31/1879 0:00:00
1000405,REPUBLIC,4,1/31/1879 0:00:00
1000406,CANADA,61,1/31/1879 0:00:00
1000407,STATE OF GEORGIA,82,2/6/1879 0:00:00
1000408,ARRAGON,52,2/8/1879 0:00:00
1000409,DENMARK,61,2/8/1879 0:00:00
1000410,CITY OF NEW YORK,4,2/10/1879 0:00:00
1000411,THE QUEEN,4,2/11/1879 0:00:00
1000412,WYOMING,80,2/12/1879 0:00:00
1000413,ST. OF PENNSYLVANIA,82,2/15/1879 0:00:00
1000414,ADRIATIC,80,2/17/1879 0:00:00
1000415,CITY OF RICHMOND,80,2/18/1879 0:00:00
1000416,DEVONIA,6,2/26/1879 0:00:00
1000417,LEPANTO,139,3/1/1879 0:00:00
1000418,HOLLAND,61,3/4/1879 0:00:00
1000420,CORNWALL,52,3/5/1879 0:00:00
1000421,REPUBLIC,80,3/8/1879 0:00:00
1000422,SOMERSET,52,3/12/1879 0:00:00
1000423,GERMANIC,4,3/17/1879 0:00:00
1000424,WYOMING,4,3/18/1879 0:00:00
1000425,BERNINA,52,3/24/1879 0:00:00
1000426,DENMARK,61,3/29/1879 0:00:00
1000427,DEVON,52,4/3/1879 0:00:00
1000428,PARTHIA,80,4/4/1879 0:00:00
1000429,STATE OF VIRGINIA,6,4/11/1879 0:00:00
1000430,NEVADA,80,4/12/1879 0:00:00
1000431,ARRAGON,52,4/16/1879 0:00:00
1000432,WISCONSIN,80,4/16/1879 0:00:00
1000433,CORNWALL,52,4/21/1879 0:00:00
1000434,SOMERSET,52,4/22/1879 0:00:00
1000435,WYOMING,80,4/30/1879 0:00:00
1000436,AUSTRALIA,61,5/5/1879 0:00:00
1000437,RHEOLA,112,5/6/1879 0:00:00
1000438,DEVON,52,5/7/1879 0:00:00
1000439,ARRAGON,52,5/26/1879 0:00:00
1000440,CORNWALL,52,6/2/1879 0:00:00
1000441,SOMERSET,52,6/7/1879 0:00:00
1000442,RHEOLA,112,6/14/1879 0:00:00
1000443,NEVADA,80,6/18/1879 0:00:00
1000444,BRISTOL,52,6/20/1879 0:00:00
1000446,GALLIA,80,6/24/1879 0:00:00
1000447,DEVON,52,7/5/1879 0:00:00
1000448,ARRAGON,52,7/12/1879 0:00:00
1000449,HOLLAND,61,7/14/1879 0:00:00
1000450,BRITANNIC,4,7/19/1879 0:00:00
1000451,ST. OF PENNSYLVANIA,82,7/23/1879 0:00:00
1000452,NEVADA,80,7/23/1879 0:00:00
1000453,SOMERSET,52,7/25/1879 0:00:00
1000454,STATE OF NEVADA,6,7/31/1879 0:00:00
1000455,BRISTOL,52,8/7/1879 0:00:00
1000456,WYOMING,80,8/12/1879 0:00:00
1000457,OTHELLO,139,8/18/1879 0:00:00
1000458,DEVON,52,8/23/1879 0:00:00
1000459,ARRAGON,52,8/26/1879 0:00:00
1000460,NEVADA,4,8/28/1879 0:00:00
1000461,CORNWALL,52,9/1/1879 0:00:00
1000462,GALLIA,80,9/3/1879 0:00:00
1000463,WISCONSIN,80,9/3/1879 0:00:00
1000464,SOMERSET,52,9/6/1879 0:00:00
1000465,HINDOO,139,9/9/1879 0:00:00
1000466,RHEOLA,112,9/10/1879 0:00:00
1000467,FRANCE,61,9/12/1879 0:00:00
1000468,STATE OF ALABAMA,82,8/28/1879 0:00:00
1000469,ALSATIA,61,9/12/1879 0:00:00
1000470,RIALTO,139,9/15/1879 0:00:00
1000471,WYOMING,80,9/16/1879 0:00:00
1000472,BRISTOL,52,9/20/1879 0:00:00
1000473,GREECE,61,10/6/1879 0:00:00
1000474,GALLIA,4,10/7/1879 0:00:00
1000475,OTHELLO,139,10/9/1879 0:00:00
1000476,ARRAGON,52,10/9/1879 0:00:00
1000477,CORNWALL,52,10/13/1879 0:00:00
1000478,CANADA,61,10/13/1879 0:00:00
1000479,SOMERSET,52,10/17/1879 0:00:00
1000480,HOLLAND,61,10/18/1879 0:00:00
1000481,WYOMING,80,10/21/1879 0:00:00
1000482,EGYPT,4,10/29/1879 0:00:00
1000483,RHEOLA,112,11/3/1879 0:00:00
1000484,BRISTOL,52,11/4/1879 0:00:00
1000485,NEVADA,4,11/6/1879 0:00:00
1000487,ERIN,4,11/8/1879 0:00:00
1000488,DENMARK,61,11/8/1879 0:00:00
1000489,GALLIA,80,11/11/1879 0:00:00
1000490,WISCONSIN,80,11/11/1879 0:00:00
1000491,ARRAGON,52,11/21/1879 0:00:00
1000492,DEVON,52,11/28/1879 0:00:00
1000493,CORNWALL,52,12/2/1879 0:00:00
1000494,SOMERSET,52,12/10/1879 0:00:00
1000495,WISCONSIN,80,12/17/1879 0:00:00
1000496,BRISTOL,52,12/18/1879 0:00:00
9027000,VICTORIA,91,2/19/1874 0:00:00
9027001,ELYSIA,91,2/28/1874 0:00:00
9027002,BALTIC,4,3/9/1874 0:00:00
9027003,TRINACRIA,6,3/11/1874 0:00:00
9027004,CALIFORNIA,91,3/12/1874 0:00:00
9027005,OCEANIC,80,3/17/1874 0:00:00
9027006,AUSTRALIA,6,3/23/1874 0:00:00
9027007,JAVA,4,3/28/1874 0:00:00
9027008,ST. OF PENNSYLVANIA,82,3/30/1874 0:00:00
9027009,ETHIOPIA,6,3/30/1874 0:00:00
9027010,VICTORIA,91,4/3/1874 0:00:00
9027011,ELYSIA,91,4/14/1874 0:00:00
9027012,PARTHIA,80,4/15/1874 0:00:00
9027013,BOLIVIA,6,4/18/1874 0:00:00
9027014,CALABRIA,80,4/25/1874 0:00:00
9027015,CALIFORNIA,6,4/25/1874 0:00:00
9027016,VICTORIA,91,6/6/1874 0:00:00
9027017,PENNSYLVANIA,82,5/9/1874 0:00:00
9027018,CALIFORNIA,91,5/27/1874 0:00:00
9027019,ANGLIA,91,6/1/1874 0:00:00
9027020,MACEDONIA,720,6/5/1874 0:00:00
9027021,UTOPIA,6,6/5/1874 0:00:00
9027022,VICTORIA,91,6/11/1874 0:00:00
9027023,OLYMPIA,720,6/12/1874 0:00:00
9027024,ETHIOPIA,91,6/18/1874 0:00:00
9027025,ITALIA,6,6/19/1874 0:00:00
9027026,ELYSIA,6,6/22/1874 0:00:00
9027027,BOLIVIA,6,6/24/1874 0:00:00
9027028,CALEDONIA,6,6/25/1874 0:00:00
9027029,BRITANNIC,4,7/6/1874 0:00:00
9027030,ANGLIA,91,7/10/1874 0:00:00
9027031,UTOPIA,6,7/16/1874 0:00:00
9027032,MACEDONIA,91,7/18/1874 0:00:00
9027033,ADRIATIC,4,7/20/1874 0:00:00
9027034,BOLIVIA,91,7/29/1874 0:00:00
9027035,ELYSIA,6,8/6/1874 0:00:00
9027036,ETHIOPIA,6,8/13/1874 0:00:00
9027037,OLYMPIA,91,9/7/1874 0:00:00
9027038,AUSTRALIA,6,9/10/1874 0:00:00
9027039,CALABRIA,80,9/21/1874 0:00:00
9027040,CALIFORNIA,91,10/8/1874 0:00:00
9027041,VICTORIA,91,11/5/1874 0:00:00
9027042,BOLIVIA,6,11/30/1874 0:00:00
9027043,REBECCA CROMELL,10,12/14/1874 0:00:00
9027044,VICTORIA,91,12/19/1874 0:00:00
9027045,ADRIATIC,80,12/28/1874 0:00:00
9027046,CITY OF ANTWERP,80,1/11/1875 0:00:00
9027047,CITY OF MONTREAL,4,2/6/1875 0:00:00
9027048,CITY OF CHESTER,80,2/17/1875 0:00:00
9027049,PARTHIA,80,2/20/1875 0:00:00
9027050,IDAHO,80,2/26/1875 0:00:00
9027051,CITY OF BROOKLYN,80,2/26/1875 0:00:00
9027052,STATE OF INDIANA,82,4/3/1875 0:00:00
9027053,JAVA,4,3/5/1875 0:00:00
9027054,CALIFORNIA,91,3/5/1875 0:00:00
9027055,VICTORIA,91,3/11/1875 0:00:00
9027056,CITY OF LONDON,4,3/12/1875 0:00:00
9027057,CALABRIA,80,3/24/1875 0:00:00
9027058,ETHIOPIA,6,3/26/1875 0:00:00
9027059,BOLIVIA,91,4/2/1875 0:00:00
9027060,CELTIC,4,4/5/1875 0:00:00
9027061,IDAHO,80,4/5/1875 0:00:00
9027062,CHINA,4,4/7/1875 0:00:00
9027063,ITALY,80,4/7/1875 0:00:00
9027064,ETHIOPIA,6,4/8/1875 0:00:00
9027065,STATE OF INDIANA,82,4/16/1875 0:00:00
9027066,ELYSIA,91,4/17/1875 0:00:00
9027067,VICTORIA,91,4/30/1875 0:00:00
9027068,CHINA,80,4/30/1875 0:00:00
9027069,ADRIATIC,80,5/3/1875 0:00:00
9027070,SCYTHIA,80,5/13/1875 0:00:00
9027071,CITY OF RICHMOND,4,5/17/1875 0:00:00
9027072,THE QUEEN,80,6/1/1875 0:00:00
9027073,CELTIC,4,6/14/1875 0:00:00
9027074,SCYTHIA,80,6/16/1875 0:00:00
9027075,UTOPIA,91,6/18/1875 0:00:00
9027076,CITY OF CHESTER,80,7/5/1875 0:00:00
9027077,ELYSIA,91,7/8/1875 0:00:00
9027078,ALGERIA,80,7/14/1875 0:00:00
9027079,CALIFORNIA,91,7/15/1875 0:00:00
9027080,CELTIC,4,7/19/1875 0:00:00
